content_id,title,content_type,genre,sub_genre,language,country,release_year,added_date,age_rating,duration_minutes,seasons,episodes,director,cast_count,production_company,imdb_rating,jiohotstar_rating,watch_count_millions,completion_rate,is_original,awards_count
JHS07398,Dark Horizon 4,TV Show,Crime,Serial Killer,Marathi,India,1990,12/6/2004,U/A 16+,,5,36,Priya Gupta,5,Maple Productions,4.6,3.6,39.13,37.7,No,1
JHS09253,Vendetta and the Symphony,TV Show,Comedy,Romantic Comedy,Hindi,India,2023,6/27/2023,U/A 13+,,5,33,Harper Kulkarni,8,Ridge Creations,8.5,5,114.21,75.1,No,4
JHS09053,Labyrinth: Bright Kingdom,TV Show,Family,Holiday Special,Marathi,India,2008,7/29/2011,U/A 7+,,5,107,Michael Brown,10,Summit Motion Pictures,5.3,3.7,21.83,40,Yes,0
JHS08352,Flame: Silent River,Movie,Kids,Preschool,Hindi,India,2012,6/30/2014,U/A 13+,162,,,Anjali Bhatt,19,Emerald Media,5.8,,37.25,47.3,Yes,4
JHS01810,Kingdom Beyond the Promise,TV Show,Horror,Ghost Story,Hindi,India,,12/31/2025,U/A 13+,,1,11,Kavya Nair,2,Maple Creations,8.6,4.5,24.28,75,Yes,4
JHS06318,Midnight Echo 5,Movie,Romance,Tragic Romance,Hindi,India,2011,10/17/2016,U/A 7+,118,,,Minho Joshi,6,Skyline Motion Pictures,5.3,3.5,26.98,47.4,No,0
JHS00205,The Midnight Frontier,Movie,Sci-Fi,,Telugu,India,2010,7/2/2011,U/A 16+,194,,,Yuki Wilson,8,Vertex Entertainment,9.6,5,108.87,89.3,No,4
JHS03510,Eternal Empire,Movie,,Holiday Special,Hindi,India,2006,3/2/2007,U/A 13+,100,,,Pooja Edwards,15,Starlight Creations,9.7,5,52.71,85.9,No,5
JHS01163,The Wild Secret,Movie,Drama,Medical Drama,Kannada,India,1998,,U/A 13+,169,,,Liam Wilson,8,Nova Productions,6.7,4,20,60.2,No,1
JHS06775,Journey and the Path,TV Show,Action,Martial Arts,Hindi,India,1998,1/24/1998,U,,10,58,Jisoo Jung,2,Nova Creations,8.7,4.8,140.14,83.6,No,1
JHS00087,Forgotten Circle,Movie,Adventure,Treasure Hunt,English,Japan,1994,6/24/1997,A,128,,,Jisoo Brown,2,Crimson Vision,7.6,4.3,101.96,68.2,Yes,4
JHS05966,Distant Alliance 2,Movie,Animation,Anime Action,Bengali,India,2014,4/9/2015,U/A 7+,150,,,Noah Clark,9,Titan Creations,7.1,4.4,90.47,67.5,Yes,1
JHS08409,Throne Legend of the River,TV Show,Documentary,True Crime Doc,Kannada,India,2024,1/20/2024,U,,1,12,Olivia Nair,14,Starlight Entertainment,4.1,3.5,12.08,35,No,2
JHS02208,The Rising Path,Movie,Drama,Legal Drama,,India,1996,6/16/2000,U/A 13+,204,,,Chris Morgan,19,Titan Vision,9.1,4.7,115.51,83.1,No,6
JHS03047,Circle: Endless Whisper,Movie,Comedy,Romantic Comedy,Telugu,India,2003,8/14/2015,A,81,,,Kenji Rivera,11,Blue Pictures,4.2,3.6,9.89,36.7,No,1
JHS07748,Path: Radiant Voyage,Movie,Fantasy,Urban Fantasy,Kannada,India,2006,2/23/2007,U,154,,,Seo-yeon Mehta,6,Ridge Productions,6.6,4.2,54.26,61.3,No,2
JHS04718,Lost Whisper 2,Movie,Reality,Reality Drama,English,USA,2022,8/28/2024,U,130,,,Divya Cook,5,Maple Pictures,8.8,4.5,4,85.1,No,5
JHS05910,Golden Warriors 3,TV Show,Action,War Action,Hindi,India,2024,10/9/2024,U/A 16+,,7,153,Jason Evans,4,Amber Vision,9.1,5,146.18,91.4,No,7
JHS08255,The Frozen Warriors 7,TV Show,History,Biopic,Telugu,India,2022,3/14/2022,U/A 16+,,7,138,Rohan Walker,17,Crimson Pictures,7.1,4.3,15.14,63.1,No,4
JHS08675,,TV Show,Fantasy,Urban Fantasy,Tamil,India,2010,10/15/2011,U/A 7+,,5,95,Hiroshi Bose,19,Pioneer Entertainment,8.6,4.8,46.22,81.3,No,5
JHS03981,The Midnight Circle,TV Show,Comedy,Romantic Comedy,Hindi,,2025,5/3/2025,U/A 13+,,2,13,Kavya Singh,19,Silver Entertainment,8.7,4.5,74.56,81.6,No,5
JHS08977,Wild Odyssey 5,Movie,Fantasy,Fairy Tale,English,Australia,1993,5/29/2001,U/A 7+,163,,,Ethan Walker,13,Vivid Pictures,4.9,3.5,54.01,45,Yes,6
JHS03976,The Radiant Promise,Movie,Action,Gunfight Drama,English,UK,2019,9/16/2019,U/A 7+,159,,,Grace Rivera,5,Lotus Entertainment,4.9,3.9,21.08,49.8,Yes,2
JHS07680,Forgotten Path 5,TV Show,Drama,Coming of Age,Malayalam,India,1999,6/4/2000,A,,2,46,Arjun Anderson,16,Aurora Pictures,5.3,3.7,18.98,35,No,1
JHS09043,The Ancient Echo 3,,History,Biopic,,India,2012,5/20/2012,U/A 7+,132,,,Sakura Menon,2,Phoenix Productions,6.6,4.3,21.65,67.8,No,2
JHS01000,The Endless Whisper,Movie,Reality,Talent Show,Tamil,India,1999,9/28/2006,U/A 7+,128,,,Rohan Wilson,9,Nova Media,8.6,4.8,33.15,85.8,No,6
JHS03173,The Midnight Kingdom,Movie,Sports,Olympic Story,Marathi,India,2015,12/10/2015,U/A 16+,75,,,Hiroshi Edwards,19,Echo Films,7.3,4.1,71.52,69.2,No,1
JHS09165,The Sacred Voyage 5,Movie,Adventure,Sea Voyage,Hindi,Canada,2008,3/6/2009,U/A 13+,153,,,Ravi Khan,17,Aurora Pictures,5.2,3.5,9.86,45.3,Yes,1
JHS05185,Forgotten Chronicles 2,Movie,Drama,Legal Drama,Hindi,India,2022,11/19/2022,U/A 7+,87,,,Arjun Rao,6,Zenith Productions,9.4,5,57.32,87.2,No,2
JHS00996,Horizon: Untold Frontier,TV Show,Reality,Reality Drama,Hindi,India,2024,1/26/2024,U/A 13+,,6,80,Ava Walker,11,Silver Works,4.3,3.6,38.26,40.3,No,1
JHS02402,,TV Show,Romance,Second Chance Romance,Hindi,India,1999,6/11/2000,U/A 16+,,3,75,Vikram Malhotra,14,Pioneer Vision,9.3,4.9,46.84,91.2,No,3
JHS09591,Distant Flame 6,Movie,Drama,Family Drama,Hindi,India,2010,7/5/2015,U/A 16+,102,,,Karan Wilson,20,Prism Pictures,4.1,3.6,30.2,40.3,No,5
JHS08944,Fortress of River 3,Movie,Sci-Fi,Cyberpunk,Hindi,India,2012,2/27/2012,U/A 7+,75,,,Noah Iyer,9,Summit Films,6.4,4.3,71.55,58.1,No,8
JHS01045,Reckoning Beyond the Flame,Movie,Action,Gunfight Drama,English,USA,1995,7/30/2003,U/A 16+,145,,,Mason Bennett,15,Starlight Media,7.9,4.7,21.96,68.3,No,3
JHS03822,Radiant Secret 2,TV Show,Comedy,Romantic Comedy,Kannada,India,2012,12/8/2019,U/A 16+,,5,87,Laura Jung,10,Pioneer Pictures,8.1,4.6,50.52,,No,5
JHS02008,The Endless Throne,Movie,Reality,Game Show,Kannada,India,2024,9/26/2024,U/A 16+,215,,,Pooja Kapoor,10,Phoenix Motion Pictures,9.1,4.9,32.65,89.3,Yes,
JHS05289,Fading Dreams 2,Movie,Horror,Ghost Story,Hindi,India,2001,7/21/2004,U,73,,,Nikhil Murphy,17,Lotus Studios,4.3,3.8,53.53,46,No,3
JHS08658,Eternal Shadows 4,TV Show,Drama,Legal Drama,English,USA,2018,2/3/2018,U/A 13+,,11,78,Divya Wright,9,Silver Media,8.8,4.6,76.65,80.7,No,7
JHS04660,Vanishing Chronicles 2,Movie,Drama,,Kannada,India,1998,3/24/2015,U,216,,,Emily Murphy,16,Maple Vision,6.1,4,33.15,52.5,No,2
JHS08701,Horizon in the River,TV Show,Reality,Reality Drama,Marathi,India,1996,10/12/2006,U/A 7+,,9,125,Aarav Kulkarni,9,,5.1,3.7,45.3,44.6,Yes,3
JHS03467,The Lost Alliance 3,Movie,Sports,Underdog Sports,Kannada,India,2001,3/18/2019,U/A 7+,214,,,Ava Khan,8,Crimson Creations,7.5,4.5,19.48,60.9,Yes,5
JHS07215,,Movie,Drama,Social Drama,Hindi,India,2018,3/29/2019,U/A 13+,77,,,Do-yun Tanaka,3,Starlight Pictures,7,4,7.2,64.8,No,1
JHS08737,Fading Voyage 2,Movie,Sci-Fi,Time Travel,Tamil,India,1991,8/9/1999,U,124,,,Pooja Pillai,15,Lotus Vision,,4,78.7,50.2,No,1
JHS04482,Lost Horizon 2,TV Show,Crime,Gangster,Hindi,India,2023,7/9/2023,U,,5,88,Meera Menon,20,North Studios,6.7,4.2,114.53,62,Yes,2
JHS07493,The Dark River 4,TV Show,Thriller,Psychological Thriller,English,UK,2017,2/18/2019,U,,3,42,,7,Skyline Studios,5.4,3.9,86.23,43.7,No,2
JHS04619,,Movie,Horror,Zombie,Hindi,India,2011,10/18/2022,U,106,,,Kenji Rivera,17,Starlight Entertainment,8.1,4.6,82.27,71.9,Yes,3
JHS00592,Journey: Fading Shadows,Movie,Crime,Gangster,Hindi,India,1997,10/26/2021,U/A 13+,211,,,Michael Walker,2,Aurora Pictures,7.7,4.4,,74.3,Yes,1
JHS08857,Dark Warriors 5,,History,Freedom Struggle,English,USA,,4/5/1997,U/A 13+,,11,233,Ananya Singh,8,Horizon Studios,7.3,4.4,6.96,64,No,5
JHS02226,Untold Shadows 5,TV Show,Sci-Fi,Post-Apocalyptic,English,USA,2020,2/3/2020,U/A 16+,,8,194,Sophie Smith,3,Phoenix Studios,8.4,4.5,45.88,79.6,,6
JHS00519,Voyage: Shattered Alliance,TV Show,Adventure,Treasure Hunt,Marathi,India,1996,7/14/1997,U/A 16+,,12,143,Emily Hughes,5,Orbit Studios,5.4,3.9,26.82,48.1,No,1
JHS07871,Endless Circle 3,Movie,Action,War Action,,India,2012,7/22/2015,U/A 13+,131,,,Ella Nair,13,Lotus Motion Pictures,7,4,33.62,52.5,No,5
JHS05685,Ancient Circle 5,Movie,Kids,Adventure Kids,Marathi,India,2015,2/10/2023,A,163,,,Rohan Kim,20,Crimson Media,9.1,4.9,73.05,81.9,Yes,7
JHS04692,The Burning Secret,Movie,Crime,Heist,English,UK,1991,4/22/2011,U/A 13+,100,,,Daniel Smith,14,Phoenix Entertainment,8.9,4.8,34.14,78.3,No,9
JHS03105,Silver Chronicles,TV Show,Kids,Preschool,Hindi,India,2007,4/17/2007,U/A 7+,,12,215,Laura Reddy,10,Crimson Creations,6.3,4.4,16.82,50,No,4
JHS08317,Whisper: Fading Flame 2,TV Show,Fantasy,Sword and Sorcery,Telugu,India,2004,4/10/2007,U/A 7+,,11,198,Ava Smith,4,Cobalt Films,9.7,5,70.83,90.5,Yes,2
JHS04063,Lost Symphony,Movie,Drama,Legal Drama,Marathi,India,2020,,U/A 7+,218,,,Sanjay Brown,15,Echo Films,,4.6,15.31,73,Yes,2
JHS06604,The Bright Labyrinth 3,TV Show,Action,War Action,Malayalam,India,2009,9/10/2017,U/A 7+,,9,186,Arjun Chopra,13,Silver Studios,5.1,3.8,61.25,40.1,Yes,2
JHS05983,The Endless Frontier 4,Movie,Comedy,Dark Comedy,Hindi,India,2014,1/16/2015,U/A 13+,84,,,David Wilson,,Titan Motion Pictures,4.8,3.8,43.74,43.4,No,0
JHS01651,Distant Kingdom 2,Movie,Horror,Supernatural Horror,Telugu,India,1996,11/21/1996,U,75,,,Varun Khan,9,Prism Films,8,4.4,14.06,76.9,No,5
JHS06057,Crimson Path 3,Movie,Crime,Heist,Marathi,India,1997,12/2/2006,U,146,,,Ananya Desai,3,Falcon Media,9.3,4.8,109.35,84.8,Yes,
JHS01817,The Eternal Chronicles,Movie,Kids,Educational,Malayalam,India,2000,6/2/2007,U/A 16+,161,,,Do-yun Brown,11,Silver Works,9.1,4.9,75.17,93.4,No,2
JHS04852,Secret Tales of the Alliance 2,TV Show,Animation,Anime,Tamil,India,2010,7/1/2011,U/A 7+,,1,25,Michael Bailey,5,Aurora Vision,4.2,3.5,19.08,35,No,4
JHS06899,The Distant Horizon 6,TV Show,History,Ancient Civilization,Hindi,India,2005,6/18/2007,U/A 7+,,10,71,James Collins,12,Maple Pictures,8.8,4.5,,77,No,2
JHS02635,Bright Dreams,Movie,Comedy,Slapstick,Marathi,India,1996,6/23/1996,U/A 16+,71,,,Grace Evans,2,Summit Productions,6.8,4.4,108.97,64.3,Yes,4
JHS01328,Voyage: Ancient Warriors 2,Movie,Sports,Football Drama,Telugu,India,2003,2/7/2013,U/A 13+,93,,,Divya Mehta,13,Phoenix Productions,8.6,,49.83,72.1,Yes,2
JHS04736,Vendetta Tales of the Flame,Movie,Horror,Slasher,Marathi,India,2019,5/11/2019,U/A 13+,176,,,Mason Kulkarni,13,Summit Productions,9.8,,31.94,86.9,No,4
JHS01054,Dark Promise,TV Show,Drama,Medical Drama,Hindi,India,1990,4/14/1998,U,,2,,Mia Cook,3,,9.6,5,77.97,92.6,Yes,6
JHS00044,Promise: Silent Circle,Movie,History,Biopic,English,UK,2005,10/20/2011,,72,,,Sarah Khan,3,Prism Vision,5.4,3.7,27.32,46.8,No,1
JHS00008,The Rising Dreams,Movie,Mystery,Supernatural Mystery,Tamil,India,1990,8/17/2001,U/A 7+,95,,,Neha Watanabe,9,Blue Pictures,5.7,3.9,5.94,43.2,No,6
JHS07907,The Frozen Dreams,TV Show,Crime,Organized Crime,Tamil,India,1996,5/14/1998,U/A 16+,,10,90,Aarav Walker,17,Vivid Entertainment,8.4,4.7,48.24,72.5,No,1
JHS05591,Forgotten Symphony 2,Movie,Comedy,Romantic Comedy,Telugu,India,2003,4/5/2024,A,133,,,Ava Pillai,15,Pioneer Films,8.6,4.6,88.46,70.9,Yes,9
JHS00472,Alliance Legend of the Labyrinth,Movie,Horror,Supernatural Horror,Telugu,India,2007,4/27/2008,U,178,,,Divya Bose,3,Coral Motion Pictures,4.9,3.6,66.18,50.3,,1
JHS02323,The Hidden Symphony 2,Movie,Action,Action Comedy,Marathi,India,2024,2/18/2024,U/A 13+,92,,,Daniel Joshi,6,Nova Entertainment,9.2,4.7,11.5,89.9,No,4
JHS08092,Hidden Dreams 3,TV Show,History,War History,Marathi,India,2001,,U/A 13+,,7,156,Grace Evans,2,Golden Films,4.2,3.5,29.37,35,No,1
JHS07644,Vendetta: Silent Kingdom,Movie,Horror,Zombie,Tamil,India,2022,6/12/2022,U/A 13+,82,,,Vikram Menon,2,Zenith Productions,4.9,3.8,41.52,49.1,Yes,4
JHS04405,Throne: Crimson Reckoning,TV Show,Crime,Serial Killer,Malayalam,India,1995,2/20/1995,U/A 7+,,4,49,Jisoo Choi,15,Pioneer Films,5.7,3.9,49.62,40.9,No,3
JHS00465,Sacred Shadows,Movie,Drama,Period Drama,Tamil,India,2015,12/22/2018,U/A 13+,71,,,Do-yun Hughes,,Amber Works,7.3,4.2,,66.5,No,2
JHS04564,Vanishing Flame 2,TV Show,Comedy,Slapstick,Hindi,India,2012,10/20/2017,A,,10,162,Aarav Morgan,7,Nova Entertainment,8.5,4.7,58.59,82.8,No,1
JHS01692,Scarlet Flame 2,Movie,Action,Superhero,English,USA,1997,6/25/2002,A,129,,,Kenji Tanaka,12,Emerald Creations,5.5,3.7,42.25,45.5,No,2
JHS02231,The Golden River 2,TV Show,Adventure,Survival,Bengali,India,2013,8/17/2023,U/A 13+,,1,13,James Taylor,14,Zenith Motion Pictures,6.7,4.2,42.65,53.1,Yes,
JHS07580,Odyssey Tales of the Mirage,TV Show,Comedy,Slapstick,Hindi,India,2023,3/14/2024,U/A 13+,,4,42,Meera Wilson,4,Prism Productions,6.8,4.5,42.69,57,Yes,1
JHS09946,Voyage Tales of the Chronicles,TV Show,Action,Superhero,Hindi,India,1994,7/22/1994,U/A 7+,,7,78,Rohan Kulkarni,17,Echo Motion Pictures,7.1,4.2,34.25,65.5,No,2
JHS08258,Silent River 4,TV Show,Family,Family Fantasy,Hindi,India,2006,2/10/2007,U/A 16+,,7,165,Rajesh Iyer,9,Horizon Media,6.1,4,17.84,58.7,No,4
JHS01349,The Endless Empire,Movie,Sci-Fi,Dystopian,Malayalam,India,1992,1/6/2003,A,210,,,Laura Rivera,5,Vertex Motion Pictures,7.4,4.4,33.53,73.3,No,4
JHS02481,Kingdom: Shattered Symphony,TV Show,Crime,Courtroom Drama,Tamil,India,2022,12/21/2022,A,,8,72,Daniel Murphy,6,Silver Entertainment,6.5,4.3,41.23,66.2,Yes,3
JHS05529,Legacy: Scarlet Kingdom,Movie,Reality,Cooking Show,Marathi,India,2020,2/4/2023,U/A 16+,188,,,James Verma,13,Royal Productions,,4,28.8,42.7,Yes,3
JHS02150,The Hidden Echo,Movie,Horror,Found Footage,Marathi,India,2025,12/2/2025,U/A 7+,76,,,Vikram Lee,15,Amber Entertainment,6.6,4.3,22.09,53.9,No,3
JHS02097,The Silver Whisper 3,TV Show,Family,Holiday Special,Tamil,India,2014,8/4/2019,U/A 16+,,11,229,Seo-yeon Singh,5,Vivid Media,6.5,4.2,29.11,51.5,No,1
JHS06189,Radiant Alliance 3,,Action,Gunfight Drama,Malayalam,,1993,12/31/2025,U,,4,,Kavya Sato,18,Vivid Media,6,4,19.09,52,No,1
JHS05092,Labyrinth of Symphony,Movie,Horror,Found Footage,English,USA,1998,1/23/2001,U/A 7+,109,,,Ella Iyer,15,Crimson Creations,5.9,3.9,10.59,53.5,No,5
JHS06468,Throne: Dark Vendetta,Movie,Sci-Fi,Post-Apocalyptic,Telugu,India,2015,5/2/2015,U/A 16+,166,,,Jisoo Reddy,12,Crescent Motion Pictures,9.7,4.9,14,89.7,No,2
JHS08459,The Dark Frontier 2,TV Show,Kids,Preschool,Hindi,India,2025,1/17/2025,U/A 16+,,6,104,Jisoo Lee,18,Amber Studios,6.7,4.2,79.93,58.5,No,4
JHS07234,Journey: Broken Whisper,Movie,Fantasy,Dark Fantasy,Marathi,India,2010,4/5/2018,,156,,,Karan Khan,19,Falcon Entertainment,6.2,4,66.39,50.7,No,2
JHS06206,Chronicles Legend of the Secret,Movie,Action,Gunfight Drama,Hindi,India,2023,2/2/2023,A,192,,,Grace Kim,13,Phoenix Vision,7.5,4.3,,74.3,Yes,1
JHS08529,The Last Symphony,TV Show,Comedy,Romantic Comedy,Hindi,India,2004,4/14/2004,U/A 16+,,9,119,Jisoo Mehta,15,Prism Media,8.4,4.8,96.43,83.5,Yes,5
JHS04226,Alliance Beyond the Dreams,,Romance,Teen Romance,Hindi,India,2018,4/20/2021,U/A 13+,,2,51,Isha Iyer,14,Prism Entertainment,4.4,3.5,182.86,49,No,1
JHS04137,Reckoning Rise of the Chronicles,Movie,Drama,Coming of Age,English,India,2003,4/13/2004,U,119,,,Aarav Collins,6,Echo Pictures,9.7,5,6.91,,No,6
JHS00850,Horizon of the Storm,Movie,Horror,Slasher,English,USA,2007,11/11/2015,U/A 13+,85,,,James Desai,2,Crescent Pictures,7.1,4.2,110.89,60.3,No,4
JHS01822,Odyssey Legend of the Circle,Movie,Crime,Organized Crime,Malayalam,India,2006,6/7/2011,U/A 16+,212,,,Nikhil Morgan,16,Cobalt Entertainment,9.4,5,48.86,92.6,No,6
JHS00418,The Crimson Dreams,Movie,Sports,Olympic Story,English,Australia,,3/3/2002,U,185,,,Mason Morgan,8,Titan Pictures,4.5,3.6,8.47,38.4,No,
JHS03719,Frontier: Untold Symphony,TV Show,Drama,Coming of Age,Tamil,USA,1999,9/2/2001,U,,11,,Sophie Choi,14,Skyline Entertainment,7.5,4.3,103.45,71.4,No,1
JHS08677,Throne Beyond the Alliance,Movie,Action,Martial Arts,English,USA,2015,,U/A 13+,91,,,Meera Murphy,2,Cobalt Creations,8.8,4.5,38.16,,No,8
JHS08795,Vanishing Legacy 7,Movie,Kids,Educational,Hindi,India,2002,6/17/2020,U/A 16+,103,,,James Johnson,12,,8.3,4.6,26.26,85.3,Yes,6
JHS04174,Dark Fortress,Movie,Comedy,Satire,Telugu,India,1990,1/4/1999,U/A 16+,220,,,Nikhil Bhatt,8,Royal Media,,3.8,58.13,46.2,No,1
JHS01923,Shadows: Sacred Shadows,Movie,Action,Action Comedy,English,UK,2010,7/16/2010,U,193,,,Jason Williams,16,Echo Works,5.5,3.9,40.12,55.5,No,2
JHS08976,Dreams in the Labyrinth,Movie,Mystery,Whodunit,English,UK,2014,1/25/2025,U,188,,,Mason Choi,2,Vertex Productions,7.6,4.2,20.43,76.4,No,4
JHS09631,Promise Beyond the Legacy,Movie,Mystery,Missing Person,English,Canada,1999,4/17/2002,U/A 16+,169,,,Kenji Baker,15,Blue Entertainment,9.7,5,134.1,90.9,No,6
JHS05490,Dreams: Dark Flame,TV Show,Romance,Teen Romance,Hindi,India,2003,7/18/2009,U/A 16+,,12,182,Jisoo Joshi,6,Vivid Entertainment,4.1,3.5,27.5,35,No,2
JHS03762,Rising Vendetta 2,TV Show,Adventure,Jungle Adventure,Hindi,,2019,2/11/2020,U,,9,106,Ava Jung,17,Pioneer Studios,7.5,4.5,14.86,70.4,,4
JHS02103,Odyssey: Hidden Alliance,Movie,Comedy,Stand-up Special,Hindi,India,2001,3/21/2005,U/A 16+,80,,,Mason Nair,14,Echo Motion Pictures,7,4,90.47,61.9,No,3
JHS08817,The Bright Storm 4,Movie,Romance,,English,UK,2007,11/9/2010,A,75,,,Emily Kulkarni,5,Lotus Pictures,6.4,4.2,109.85,58,Yes,3
JHS04156,Alliance Legend of the Legacy,Movie,Reality,Cooking Show,Malayalam,India,2017,1/1/2017,U/A 7+,173,,,Harper Baker,7,North Motion Pictures,6.1,4,83.1,56.8,No,2
JHS02233,Forgotten Reckoning 2,TV Show,Comedy,Satire,Hindi,India,2009,12/6/2010,U/A 16+,,9,90,Ethan Park,9,Cobalt Entertainment,5.8,3.9,41.63,48.4,No,3
JHS09448,,TV Show,Thriller,Techno Thriller,English,USA,2015,6/14/2018,U,,9,128,Yuki Khan,19,,6.2,4.1,88.53,47.7,Yes,3
JHS09623,Horizon and the Dreams,Movie,Animation,Anime,Telugu,India,2010,8/2/2015,U/A 13+,213,,,Ravi Roberts,13,Maple Entertainment,7,4.2,16.22,65.8,No,4
JHS06302,Horizon: Eternal Throne,TV Show,Horror,Ghost Story,Marathi,India,1999,2/11/2001,U/A 13+,,9,97,Sakura Kulkarni,3,,9,4.7,23.35,77.3,No,4
JHS04932,The Solitary Whisper,,Comedy,Satire,Telugu,India,1992,6/21/2000,U/A 16+,116,,,Grace Clark,12,North Productions,6.2,4.1,14.74,45.5,No,2
JHS00030,Echo: Untold Vendetta,Movie,Romance,Second Chance Romance,Bengali,India,,5/3/2023,U/A 16+,88,,,Anjali Malhotra,4,Cobalt Pictures,7.4,4.3,49.45,57.6,No,3
JHS01824,The Scarlet Odyssey,Movie,Reality,Reality Drama,Hindi,India,1990,11/17/1994,U/A 7+,140,,,Anjali Kapoor,15,Pioneer Motion Pictures,7.4,4.7,45.29,73.6,Yes,0
JHS06921,Circle of Rebellion,Movie,Comedy,Sitcom,Marathi,India,1998,8/30/2005,U/A 13+,190,,,Sakura Taylor,,Blue Works,4.9,4.2,36.21,44.6,No,2
JHS03698,The Fading Throne,Movie,Thriller,Crime Thriller,Hindi,India,1994,9/1/2006,A,149,,,James Cook,15,Cobalt Media,9.4,4.8,45.45,91.8,No,
JHS09467,Legacy: Wild Frontier,TV Show,,Historical Romance,Telugu,India,1993,1/13/1993,U,,6,34,Sophie Menon,4,Summit Works,5,3.7,33.85,46.9,No,2
JHS03685,Eternal Kingdom,TV Show,Horror,Found Footage,Hindi,India,1994,3/22/1994,U,,12,182,Emily Malhotra,12,Zenith Media,4.8,3.5,9.43,44.7,No,1
JHS03345,Rebellion: Burning Warriors,Movie,Comedy,Slapstick,Malayalam,India,1996,11/30/2011,U/A 13+,155,,,Sakura Pillai,3,Golden Vision,5.8,4.2,11.2,56.7,No,6
JHS05969,Scarlet Symphony 4,Movie,Documentary,Science Doc,Tamil,India,1991,4/6/2000,U/A 13+,75,,,Anjali Bailey,10,Coral Films,7.9,4.8,54.84,77.3,Yes,2
JHS07994,Storm: Burning Voyage,TV Show,Documentary,Science Doc,Hindi,India,2013,1/13/2015,U,,5,112,Ethan Taylor,5,Echo Studios,7.5,4.3,86.43,64.3,Yes,5
JHS08672,Rebellion of Mirage,Movie,Romance,Tragic Romance,Hindi,India,2014,3/22/2014,U/A 7+,152,,,Ravi Brown,6,Vivid Films,7.2,4.2,33.03,60,No,0
JHS09075,The Crimson Throne 4,Movie,Drama,Coming of Age,Hindi,India,2018,3/28/2018,U/A 7+,191,,,Sanjay Rivera,9,Silver Productions,4.7,3.5,84.01,35,Yes,1
JHS08785,Fading Secret 7,Movie,Comedy,Satire,Telugu,India,2012,10/5/2013,U/A 16+,218,,,Sarah Sato,6,Cobalt Productions,8.9,4.5,152.94,89.3,No,3
JHS06512,The Burning Secret 2,TV Show,Fantasy,Dark Fantasy,English,USA,1997,2/25/2006,A,,5,113,Mason Roberts,5,North Vision,5.3,3.9,9.59,35,No,1
JHS03281,The Ancient Symphony 2,TV Show,Action,War Action,Tamil,India,2010,8/21/2010,U/A 16+,,9,215,Ananya Malhotra,2,Nova Creations,4.5,3.7,30.17,35.4,No,1
JHS06390,Restless Dreams 4,TV Show,Sci-Fi,Cyberpunk,Hindi,India,2005,2/22/2008,A,,10,92,Pooja Edwards,12,Vertex Creations,5,3.7,35.52,50.6,,1
JHS02948,Warriors: Eternal Secret,TV Show,Adventure,Expedition,English,UK,2017,10/17/2019,U/A 13+,,1,18,Jason Murphy,,Emerald Pictures,5.6,3.7,12.61,50.8,Yes,2
JHS03168,Last Flame,TV Show,Horror,Slasher,Tamil,India,2021,7/12/2022,U/A 16+,,1,,Noah Pillai,16,North Motion Pictures,5.6,4.1,89.19,56.5,No,5
JHS08290,The Shattered River 4,Movie,Romance,Tragic Romance,Hindi,India,2018,8/3/2021,U/A 7+,175,,,Sakura Chopra,13,Horizon Motion Pictures,9.6,5,54.92,74,No,7
JHS07005,Rebellion of Fortress,Movie,Horror,Slasher,Telugu,India,2016,2/13/2017,U/A 16+,90,,,Arjun Jung,14,Golden Works,4.7,3.8,49.14,35,Yes,1
JHS02413,Legacy: Ancient Flame,TV Show,Horror,Supernatural Horror,Malayalam,India,2002,5/19/2016,U/A 16+,,9,108,,11,Coral Studios,6.2,4,12.7,55.8,No,3
JHS06309,Crimson Circle,Movie,Sports,Sports Documentary,Telugu,India,2019,7/6/2019,U/A 13+,152,,,Sakura Rivera,18,,5.6,4.1,49.84,46.5,Yes,3
JHS02246,Odyssey: Distant Frontier,TV Show,Adventure,Road Trip,Kannada,India,2019,9/4/2023,U,,12,106,Chloe Cook,3,Coral Productions,5.1,3.7,169.52,51.5,No,5
JHS07585,Last Labyrinth 3,Movie,Sci-Fi,Dystopian,Telugu,India,2002,5/9/2002,A,145,,,Rohan Kim,6,Prism Vision,9.6,5,30.51,97.9,,2
JHS04607,The Golden Vendetta 3,Movie,Animation,Anime,Bengali,India,2010,7/27/2021,U/A 13+,113,,,Vikram Bhatt,17,Pioneer Pictures,9.4,5,13.45,88.1,Yes,6
JHS00448,Scarlet Reckoning,Movie,Comedy,Satire,Bengali,India,2021,2/25/2023,U,85,,,Grace Williams,18,Golden Films,7.2,4.4,32.63,75.1,No,3
JHS05773,Dreams of the Mirage,,Horror,Slasher,Hindi,India,2013,8/10/2016,A,161,,,Mason Kapoor,9,Crescent Productions,6.8,4.3,26.32,52.3,No,2
JHS05994,The Fading Mirage,Movie,Mystery,Missing Person,Hindi,India,2013,11/10/2017,U/A 7+,154,,,Chris Sato,2,Prism Productions,6.5,3.9,41.7,63.6,No,
JHS06965,Hidden Flame 3,Movie,Sci-Fi,Cyberpunk,Tamil,India,2008,6/24/2011,U/A 13+,100,,,Rohan Rao,9,Summit Entertainment,5.3,3.7,9.3,35,No,3
